,image_path,height,width,case,day,slice
73,./data/train/case148/case148_day20/scans/slice_0144_360_310_1.50_1.50.png,310,360,148,20,144
74,./data/train/case148/case148_day20/scans/slice_0079_360_310_1.50_1.50.png,310,360,148,20,79
75,./data/train/case148/case148_day20/scans/slice_0073_360_310_1.50_1.50.png,310,360,148,20,73
76,./data/train/case148/case148_day20/scans/slice_0022_360_310_1.50_1.50.png,310,360,148,20,22
77,./data/train/case148/case148_day20/scans/slice_0141_360_310_1.50_1.50.png,310,360,148,20,141
78,./data/train/case148/case148_day20/scans/slice_0111_360_310_1.50_1.50.png,310,360,148,20,111
79,./data/train/case148/case148_day20/scans/slice_0131_360_310_1.50_1.50.png,310,360,148,20,131
80,./data/train/case148/case148_day20/scans/slice_0050_360_310_1.50_1.50.png,310,360,148,20,50
81,./data/train/case148/case148_day20/scans/slice_0028_360_310_1.50_1.50.png,310,360,148,20,28
82,./data/train/case148/case148_day20/scans/slice_0056_360_310_1.50_1.50.png,310,360,148,20,56
83,./data/train/case148/case148_day20/scans/slice_0075_360_310_1.50_1.50.png,310,360,148,20,75
84,./data/train/case148/case148_day20/scans/slice_0124_360_310_1.50_1.50.png,310,360,148,20,124
85,./data/train/case148/case148_day20/scans/slice_0132_360_310_1.50_1.50.png,310,360,148,20,132
86,./data/train/case148/case148_day20/scans/slice_0112_360_310_1.50_1.50.png,310,360,148,20,112
87,./data/train/case148/case148_day20/scans/slice_0068_360_310_1.50_1.50.png,310,360,148,20,68
88,./data/train/case148/case148_day20/scans/slice_0077_360_310_1.50_1.50.png,310,360,148,20,77
89,./data/train/case148/case148_day20/scans/slice_0106_360_310_1.50_1.50.png,310,360,148,20,106
90,./data/train/case148/case148_day20/scans/slice_0133_360_310_1.50_1.50.png,310,360,148,20,133
91,./data/train/case148/case148_day20/scans/slice_0030_360_310_1.50_1.50.png,310,360,148,20,30
92,./data/train/case148/case148_day20/scans/slice_0065_360_310_1.50_1.50.png,310,360,148,20,65
93,./data/train/case148/case148_day20/scans/slice_0074_360_310_1.50_1.50.png,310,360,148,20,74
94,./data/train/case148/case148_day20/scans/slice_0123_360_310_1.50_1.50.png,310,360,148,20,123
95,./data/train/case148/case148_day20/scans/slice_0139_360_310_1.50_1.50.png,310,360,148,20,139
96,./data/train/case148/case148_day20/scans/slice_0117_360_310_1.50_1.50.png,310,360,148,20,117
97,./data/train/case148/case148_day20/scans/slice_0085_360_310_1.50_1.50.png,310,360,148,20,85
98,./data/train/case148/case148_day20/scans/slice_0008_360_310_1.50_1.50.png,310,360,148,20,8
99,./data/train/case148/case148_day20/scans/slice_0109_360_310_1.50_1.50.png,310,360,148,20,109
100,./data/train/case148/case148_day20/scans/slice_0061_360_310_1.50_1.50.png,310,360,148,20,61
101,./data/train/case148/case148_day20/scans/slice_0029_360_310_1.50_1.50.png,310,360,148,20,29
102,./data/train/case148/case148_day20/scans/slice_0096_360_310_1.50_1.50.png,310,360,148,20,96
103,./data/train/case148/case148_day20/scans/slice_0045_360_310_1.50_1.50.png,310,360,148,20,45
104,./data/train/case148/case148_day20/scans/slice_0034_360_310_1.50_1.50.png,310,360,148,20,34
105,./data/train/case148/case148_day20/scans/slice_0093_360_310_1.50_1.50.png,310,360,148,20,93
106,./data/train/case148/case148_day20/scans/slice_0103_360_310_1.50_1.50.png,310,360,148,20,103
107,./data/train/case148/case148_day20/scans/slice_0129_360_310_1.50_1.50.png,310,360,148,20,129
108,./data/train/case148/case148_day20/scans/slice_0046_360_310_1.50_1.50.png,310,360,148,20,46
109,./data/train/case148/case148_day20/scans/slice_0072_360_310_1.50_1.50.png,310,360,148,20,72
110,./data/train/case148/case148_day20/scans/slice_0126_360_310_1.50_1.50.png,310,360,148,20,126
111,./data/train/case148/case148_day20/scans/slice_0009_360_310_1.50_1.50.png,310,360,148,20,9
112,./data/train/case148/case148_day20/scans/slice_0110_360_310_1.50_1.50.png,310,360,148,20,110
113,./data/train/case148/case148_day20/scans/slice_0036_360_310_1.50_1.50.png,310,360,148,20,36
114,./data/train/case148/case148_day20/scans/slice_0104_360_310_1.50_1.50.png,310,360,148,20,104
115,./data/train/case148/case148_day20/scans/slice_0127_360_310_1.50_1.50.png,310,360,148,20,127
116,./data/train/case148/case148_day20/scans/slice_0035_360_310_1.50_1.50.png,310,360,148,20,35
117,./data/train/case148/case148_day20/scans/slice_0038_360_310_1.50_1.50.png,310,360,148,20,38
118,./data/train/case148/case148_day20/scans/slice_0105_360_310_1.50_1.50.png,310,360,148,20,105
119,./data/train/case148/case148_day20/scans/slice_0107_360_310_1.50_1.50.png,310,360,148,20,107
120,./data/train/case148/case148_day20/scans/slice_0057_360_310_1.50_1.50.png,310,360,148,20,57
121,./data/train/case148/case148_day20/scans/slice_0121_360_310_1.50_1.50.png,310,360,148,20,121
122,./data/train/case148/case148_day20/scans/slice_0026_360_310_1.50_1.50.png,310,360,148,20,26
123,./data/train/case148/case148_day20/scans/slice_0119_360_310_1.50_1.50.png,310,360,148,20,119
124,./data/train/case148/case148_day20/scans/slice_0082_360_310_1.50_1.50.png,310,360,148,20,82
125,./data/train/case148/case148_day20/scans/slice_0069_360_310_1.50_1.50.png,310,360,148,20,69
126,./data/train/case148/case148_day20/scans/slice_0048_360_310_1.50_1.50.png,310,360,148,20,48
127,./data/train/case148/case148_day20/scans/slice_0090_360_310_1.50_1.50.png,310,360,148,20,90
128,./data/train/case148/case148_day20/scans/slice_0116_360_310_1.50_1.50.png,310,360,148,20,116
129,./data/train/case148/case148_day20/scans/slice_0001_360_310_1.50_1.50.png,310,360,148,20,1
130,./data/train/case148/case148_day20/scans/slice_0084_360_310_1.50_1.50.png,310,360,148,20,84
131,./data/train/case148/case148_day20/scans/slice_0002_360_310_1.50_1.50.png,310,360,148,20,2
132,./data/train/case148/case148_day20/scans/slice_0033_360_310_1.50_1.50.png,310,360,148,20,33
133,./data/train/case148/case148_day20/scans/slice_0014_360_310_1.50_1.50.png,310,360,148,20,14
134,./data/train/case148/case148_day20/scans/slice_0130_360_310_1.50_1.50.png,310,360,148,20,130
135,./data/train/case148/case148_day20/scans/slice_0064_360_310_1.50_1.50.png,310,360,148,20,64
136,./data/train/case148/case148_day20/scans/slice_0108_360_310_1.50_1.50.png,310,360,148,20,108
137,./data/train/case148/case148_day20/scans/slice_0032_360_310_1.50_1.50.png,310,360,148,20,32
138,./data/train/case148/case148_day20/scans/slice_0101_360_310_1.50_1.50.png,310,360,148,20,101
139,./data/train/case148/case148_day20/scans/slice_0027_360_310_1.50_1.50.png,310,360,148,20,27
140,./data/train/case148/case148_day20/scans/slice_0095_360_310_1.50_1.50.png,310,360,148,20,95
141,./data/train/case148/case148_day20/scans/slice_0049_360_310_1.50_1.50.png,310,360,148,20,49
142,./data/train/case148/case148_day20/scans/slice_0055_360_310_1.50_1.50.png,310,360,148,20,55
143,./data/train/case148/case148_day20/scans/slice_0062_360_310_1.50_1.50.png,310,360,148,20,62
144,./data/train/case148/case148_day0/scans/slice_0010_360_310_1.50_1.50.png,310,360,148,0,10
145,./data/train/case148/case148_day0/scans/slice_0122_360_310_1.50_1.50.png,310,360,148,0,122
146,./data/train/case148/case148_day0/scans/slice_0044_360_310_1.50_1.50.png,310,360,148,0,44
147,./data/train/case148/case148_day0/scans/slice_0067_360_310_1.50_1.50.png,310,360,148,0,67
148,./data/train/case148/case148_day0/scans/slice_0063_360_310_1.50_1.50.png,310,360,148,0,63
149,./data/train/case148/case148_day0/scans/slice_0021_360_310_1.50_1.50.png,310,360,148,0,21
150,./data/train/case148/case148_day0/scans/slice_0135_360_310_1.50_1.50.png,310,360,148,0,135
151,./data/train/case148/case148_day0/scans/slice_0041_360_310_1.50_1.50.png,310,360,148,0,41
152,./data/train/case148/case148_day0/scans/slice_0134_360_310_1.50_1.50.png,310,360,148,0,134
153,./data/train/case148/case148_day0/scans/slice_0114_360_310_1.50_1.50.png,310,360,148,0,114
154,./data/train/case148/case148_day0/scans/slice_0088_360_310_1.50_1.50.png,310,360,148,0,88
155,./data/train/case148/case148_day0/scans/slice_0039_360_310_1.50_1.50.png,310,360,148,0,39
156,./data/train/case148/case148_day0/scans/slice_0099_360_310_1.50_1.50.png,310,360,148,0,99
157,./data/train/case148/case148_day0/scans/slice_0091_360_310_1.50_1.50.png,310,360,148,0,91
158,./data/train/case148/case148_day0/scans/slice_0024_360_310_1.50_1.50.png,310,360,148,0,24
159,./data/train/case148/case148_day0/scans/slice_0092_360_310_1.50_1.50.png,310,360,148,0,92
160,./data/train/case148/case148_day0/scans/slice_0052_360_310_1.50_1.50.png,310,360,148,0,52
161,./data/train/case148/case148_day0/scans/slice_0006_360_310_1.50_1.50.png,310,360,148,0,6
162,./data/train/case148/case148_day0/scans/slice_0142_360_310_1.50_1.50.png,310,360,148,0,142
163,./data/train/case148/case148_day0/scans/slice_0137_360_310_1.50_1.50.png,310,360,148,0,137
164,./data/train/case148/case148_day0/scans/slice_0097_360_310_1.50_1.50.png,310,360,148,0,97
165,./data/train/case148/case148_day0/scans/slice_0040_360_310_1.50_1.50.png,310,360,148,0,40
166,./data/train/case148/case148_day0/scans/slice_0080_360_310_1.50_1.50.png,310,360,148,0,80
167,./data/train/case148/case148_day0/scans/slice_0031_360_310_1.50_1.50.png,310,360,148,0,31
168,./data/train/case148/case148_day0/scans/slice_0100_360_310_1.50_1.50.png,310,360,148,0,100
169,./data/train/case148/case148_day0/scans/slice_0098_360_310_1.50_1.50.png,310,360,148,0,98
170,./data/train/case148/case148_day0/scans/slice_0102_360_310_1.50_1.50.png,310,360,148,0,102
171,./data/train/case148/case148_day0/scans/slice_0125_360_310_1.50_1.50.png,310,360,148,0,125
172,./data/train/case148/case148_day0/scans/slice_0051_360_310_1.50_1.50.png,310,360,148,0,51
173,./data/train/case148/case148_day0/scans/slice_0058_360_310_1.50_1.50.png,310,360,148,0,58
174,./data/train/case148/case148_day0/scans/slice_0005_360_310_1.50_1.50.png,310,360,148,0,5
175,./data/train/case148/case148_day0/scans/slice_0025_360_310_1.50_1.50.png,310,360,148,0,25
176,./data/train/case148/case148_day0/scans/slice_0120_360_310_1.50_1.50.png,310,360,148,0,120
177,./data/train/case148/case148_day0/scans/slice_0138_360_310_1.50_1.50.png,310,360,148,0,138
178,./data/train/case148/case148_day0/scans/slice_0018_360_310_1.50_1.50.png,310,360,148,0,18
179,./data/train/case148/case148_day0/scans/slice_0089_360_310_1.50_1.50.png,310,360,148,0,89
180,./data/train/case148/case148_day0/scans/slice_0086_360_310_1.50_1.50.png,310,360,148,0,86
181,./data/train/case148/case148_day0/scans/slice_0115_360_310_1.50_1.50.png,310,360,148,0,115
182,./data/train/case148/case148_day0/scans/slice_0094_360_310_1.50_1.50.png,310,360,148,0,94
183,./data/train/case148/case148_day0/scans/slice_0071_360_310_1.50_1.50.png,310,360,148,0,71
184,./data/train/case148/case148_day0/scans/slice_0076_360_310_1.50_1.50.png,310,360,148,0,76
185,./data/train/case148/case148_day0/scans/slice_0020_360_310_1.50_1.50.png,310,360,148,0,20
186,./data/train/case148/case148_day0/scans/slice_0043_360_310_1.50_1.50.png,310,360,148,0,43
187,./data/train/case148/case148_day0/scans/slice_0011_360_310_1.50_1.50.png,310,360,148,0,11
188,./data/train/case148/case148_day0/scans/slice_0042_360_310_1.50_1.50.png,310,360,148,0,42
189,./data/train/case148/case148_day0/scans/slice_0083_360_310_1.50_1.50.png,310,360,148,0,83
190,./data/train/case148/case148_day0/scans/slice_0087_360_310_1.50_1.50.png,310,360,148,0,87
191,./data/train/case148/case148_day0/scans/slice_0059_360_310_1.50_1.50.png,310,360,148,0,59
192,./data/train/case148/case148_day0/scans/slice_0003_360_310_1.50_1.50.png,310,360,148,0,3
193,./data/train/case148/case148_day0/scans/slice_0054_360_310_1.50_1.50.png,310,360,148,0,54
194,./data/train/case148/case148_day0/scans/slice_0078_360_310_1.50_1.50.png,310,360,148,0,78
195,./data/train/case148/case148_day0/scans/slice_0012_360_310_1.50_1.50.png,310,360,148,0,12
196,./data/train/case148/case148_day0/scans/slice_0047_360_310_1.50_1.50.png,310,360,148,0,47
197,./data/train/case148/case148_day0/scans/slice_0081_360_310_1.50_1.50.png,310,360,148,0,81
198,./data/train/case148/case148_day0/scans/slice_0136_360_310_1.50_1.50.png,310,360,148,0,136
199,./data/train/case148/case148_day0/scans/slice_0070_360_310_1.50_1.50.png,310,360,148,0,70
200,./data/train/case148/case148_day0/scans/slice_0023_360_310_1.50_1.50.png,310,360,148,0,23
201,./data/train/case148/case148_day0/scans/slice_0017_360_310_1.50_1.50.png,310,360,148,0,17
202,./data/train/case148/case148_day0/scans/slice_0007_360_310_1.50_1.50.png,310,360,148,0,7
203,./data/train/case148/case148_day0/scans/slice_0053_360_310_1.50_1.50.png,310,360,148,0,53
204,./data/train/case148/case148_day0/scans/slice_0128_360_310_1.50_1.50.png,310,360,148,0,128
205,./data/train/case148/case148_day0/scans/slice_0113_360_310_1.50_1.50.png,310,360,148,0,113
206,./data/train/case148/case148_day0/scans/slice_0140_360_310_1.50_1.50.png,310,360,148,0,140
207,./data/train/case148/case148_day0/scans/slice_0066_360_310_1.50_1.50.png,310,360,148,0,66
208,./data/train/case148/case148_day0/scans/slice_0143_360_310_1.50_1.50.png,310,360,148,0,143
209,./data/train/case148/case148_day0/scans/slice_0118_360_310_1.50_1.50.png,310,360,148,0,118
210,./data/train/case148/case148_day0/scans/slice_0019_360_310_1.50_1.50.png,310,360,148,0,19
211,./data/train/case148/case148_day0/scans/slice_0037_360_310_1.50_1.50.png,310,360,148,0,37
212,./data/train/case148/case148_day0/scans/slice_0016_360_310_1.50_1.50.png,310,360,148,0,16
213,./data/train/case148/case148_day0/scans/slice_0004_360_310_1.50_1.50.png,310,360,148,0,4
214,./data/train/case148/case148_day0/scans/slice_0013_360_310_1.50_1.50.png,310,360,148,0,13
215,./data/train/case148/case148_day0/scans/slice_0060_360_310_1.50_1.50.png,310,360,148,0,60
216,./data/train/case148/case148_day0/scans/slice_0015_360_310_1.50_1.50.png,310,360,148,0,15
217,./data/train/case148/case148_day0/scans/slice_0144_360_310_1.50_1.50.png,310,360,148,0,144
218,./data/train/case148/case148_day0/scans/slice_0079_360_310_1.50_1.50.png,310,360,148,0,79
219,./data/train/case148/case148_day0/scans/slice_0073_360_310_1.50_1.50.png,310,360,148,0,73
220,./data/train/case148/case148_day0/scans/slice_0022_360_310_1.50_1.50.png,310,360,148,0,22
221,./data/train/case148/case148_day0/scans/slice_0141_360_310_1.50_1.50.png,310,360,148,0,141
222,./data/train/case148/case148_day0/scans/slice_0111_360_310_1.50_1.50.png,310,360,148,0,111
223,./data/train/case148/case148_day0/scans/slice_0131_360_310_1.50_1.50.png,310,360,148,0,131
224,./data/train/case148/case148_day0/scans/slice_0050_360_310_1.50_1.50.png,310,360,148,0,50
225,./data/train/case148/case148_day0/scans/slice_0028_360_310_1.50_1.50.png,310,360,148,0,28
226,./data/train/case148/case148_day0/scans/slice_0056_360_310_1.50_1.50.png,310,360,148,0,56
227,./data/train/case148/case148_day0/scans/slice_0075_360_310_1.50_1.50.png,310,360,148,0,75
228,./data/train/case148/case148_day0/scans/slice_0124_360_310_1.50_1.50.png,310,360,148,0,124
229,./data/train/case148/case148_day0/scans/slice_0132_360_310_1.50_1.50.png,310,360,148,0,132
230,./data/train/case148/case148_day0/scans/slice_0112_360_310_1.50_1.50.png,310,360,148,0,112
231,./data/train/case148/case148_day0/scans/slice_0068_360_310_1.50_1.50.png,310,360,148,0,68
232,./data/train/case148/case148_day0/scans/slice_0077_360_310_1.50_1.50.png,310,360,148,0,77
233,./data/train/case148/case148_day0/scans/slice_0106_360_310_1.50_1.50.png,310,360,148,0,106
234,./data/train/case148/case148_day0/scans/slice_0133_360_310_1.50_1.50.png,310,360,148,0,133
235,./data/train/case148/case148_day0/scans/slice_0030_360_310_1.50_1.50.png,310,360,148,0,30
236,./data/train/case148/case148_day0/scans/slice_0065_360_310_1.50_1.50.png,310,360,148,0,65
237,./data/train/case148/case148_day0/scans/slice_0074_360_310_1.50_1.50.png,310,360,148,0,74
238,./data/train/case148/case148_day0/scans/slice_0123_360_310_1.50_1.50.png,310,360,148,0,123
239,./data/train/case148/case148_day0/scans/slice_0139_360_310_1.50_1.50.png,310,360,148,0,139
240,./data/train/case148/case148_day0/scans/slice_0117_360_310_1.50_1.50.png,310,360,148,0,117
241,./data/train/case148/case148_day0/scans/slice_0085_360_310_1.50_1.50.png,310,360,148,0,85
242,./data/train/case148/case148_day0/scans/slice_0008_360_310_1.50_1.50.png,310,360,148,0,8
243,./data/train/case148/case148_day0/scans/slice_0109_360_310_1.50_1.50.png,310,360,148,0,109
244,./data/train/case148/case148_day0/scans/slice_0061_360_310_1.50_1.50.png,310,360,148,0,61
245,./data/train/case148/case148_day0/scans/slice_0029_360_310_1.50_1.50.png,310,360,148,0,29
246,./data/train/case148/case148_day0/scans/slice_0096_360_310_1.50_1.50.png,310,360,148,0,96
247,./data/train/case148/case148_day0/scans/slice_0045_360_310_1.50_1.50.png,310,360,148,0,45
248,./data/train/case148/case148_day0/scans/slice_0034_360_310_1.50_1.50.png,310,360,148,0,34
249,./data/train/case148/case148_day0/scans/slice_0093_360_310_1.50_1.50.png,310,360,148,0,93
250,./data/train/case148/case148_day0/scans/slice_0103_360_310_1.50_1.50.png,310,360,148,0,103
251,./data/train/case148/case148_day0/scans/slice_0129_360_310_1.50_1.50.png,310,360,148,0,129
252,./data/train/case148/case148_day0/scans/slice_0046_360_310_1.50_1.50.png,310,360,148,0,46
253,./data/train/case148/case148_day0/scans/slice_0072_360_310_1.50_1.50.png,310,360,148,0,72
254,./data/train/case148/case148_day0/scans/slice_0126_360_310_1.50_1.50.png,310,360,148,0,126
255,./data/train/case148/case148_day0/scans/slice_0009_360_310_1.50_1.50.png,310,360,148,0,9
256,./data/train/case148/case148_day0/scans/slice_0110_360_310_1.50_1.50.png,310,360,148,0,110
257,./data/train/case148/case148_day0/scans/slice_0036_360_310_1.50_1.50.png,310,360,148,0,36
258,./data/train/case148/case148_day0/scans/slice_0104_360_310_1.50_1.50.png,310,360,148,0,104
259,./data/train/case148/case148_day0/scans/slice_0127_360_310_1.50_1.50.png,310,360,148,0,127
260,./data/train/case148/case148_day0/scans/slice_0035_360_310_1.50_1.50.png,310,360,148,0,35
261,./data/train/case148/case148_day0/scans/slice_0038_360_310_1.50_1.50.png,310,360,148,0,38
262,./data/train/case148/case148_day0/scans/slice_0105_360_310_1.50_1.50.png,310,360,148,0,105
263,./data/train/case148/case148_day0/scans/slice_0107_360_310_1.50_1.50.png,310,360,148,0,107
264,./data/train/case148/case148_day0/scans/slice_0057_360_310_1.50_1.50.png,310,360,148,0,57
265,./data/train/case148/case148_day0/scans/slice_0121_360_310_1.50_1.50.png,310,360,148,0,121
266,./data/train/case148/case148_day0/scans/slice_0026_360_310_1.50_1.50.png,310,360,148,0,26
267,./data/train/case148/case148_day0/scans/slice_0119_360_310_1.50_1.50.png,310,360,148,0,119
268,./data/train/case148/case148_day0/scans/slice_0082_360_310_1.50_1.50.png,310,360,148,0,82
269,./data/train/case148/case148_day0/scans/slice_0069_360_310_1.50_1.50.png,310,360,148,0,69
270,./data/train/case148/case148_day0/scans/slice_0048_360_310_1.50_1.50.png,310,360,148,0,48
271,./data/train/case148/case148_day0/scans/slice_0090_360_310_1.50_1.50.png,310,360,148,0,90
272,./data/train/case148/case148_day0/scans/slice_0116_360_310_1.50_1.50.png,310,360,148,0,116
273,./data/train/case148/case148_day0/scans/slice_0001_360_310_1.50_1.50.png,310,360,148,0,1
274,./data/train/case148/case148_day0/scans/slice_0084_360_310_1.50_1.50.png,310,360,148,0,84
275,./data/train/case148/case148_day0/scans/slice_0002_360_310_1.50_1.50.png,310,360,148,0,2
276,./data/train/case148/case148_day0/scans/slice_0033_360_310_1.50_1.50.png,310,360,148,0,33
277,./data/train/case148/case148_day0/scans/slice_0014_360_310_1.50_1.50.png,310,360,148,0,14
278,./data/train/case148/case148_day0/scans/slice_0130_360_310_1.50_1.50.png,310,360,148,0,130
279,./data/train/case148/case148_day0/scans/slice_0064_360_310_1.50_1.50.png,310,360,148,0,64
280,./data/train/case148/case148_day0/scans/slice_0108_360_310_1.50_1.50.png,310,360,148,0,108
281,./data/train/case148/case148_day0/scans/slice_0032_360_310_1.50_1.50.png,310,360,148,0,32
282,./data/train/case148/case148_day0/scans/slice_0101_360_310_1.50_1.50.png,310,360,148,0,101
283,./data/train/case148/case148_day0/scans/slice_0027_360_310_1.50_1.50.png,310,360,148,0,27
284,./data/train/case148/case148_day0/scans/slice_0095_360_310_1.50_1.50.png,310,360,148,0,95
